question_id,question_text,main_verbs,tense,infinitives,passives,have_+_participle,auxiliary_verbs,pronouns,nouns,determiners,other_adjectives,prepositions,conjunctions,subject_verb_agreement,Level
154,"According to the Congressional Record, almost one third of all new laws in 1991 are passed to celebrate some day, week, or month for a special interest group's purposes, such as Music Week.",True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
155,"The first significant engagement of the American Revolution occurs on June 17, 1775, and has been referred to as the Battle of Bunker Hill.",True,True,False,True,False,False,False,False,False,False,False,False,True,Level 2
156,"Originally, the purpose of a sampler is to record complex stitches so that they could be duplicated later.",True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
157,Many ancient cultures begin their spiritual life by worshipping the Sun.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
158,Both a term paper and a final exam is often required for a college class.,False,True,False,True,False,False,False,False,False,False,False,False,False,Level 1
159,The popularity of soccer in the United States were increased significantly by the playing of the World Cup in cities throughout the country in 1994.,True,True,False,True,False,False,False,False,False,False,False,False,False,Level 3
160,"Not one in a hundred seeds develop into a healthy plant, even under laboratory conditions.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
161,Benjamin Franklin strongly objected to the eagle's being chosen as the national bird because of their predatory nature.,False,False,False,True,False,False,True,False,False,False,False,False,False,Level 2
162,"In order to grow well, the Blue Spruce, like other pine trees, require a temperate climate.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
163,Few airports in the United States is as modern as that of Atlanta.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
164,"Work on improving industrial disposal methods were begun in the early 1970s, shortly after the Clean Air bill was passed by Congress.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 3
165,The officials of the Board of Elections asked that each voter present their registration card and a valid Texas driver's license before receiving a ballot.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
166,"If one has a special medical condition such as diabetes, epilepsy, or allergy, it is advisable that they carry some kind of identification in order to avoid being given improper medication in an emergency.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 1
167,"A large percentage of federal employees are participating in an experimental four-day work week aimed at curbing gasoline consumption and pollution, two of the most urgent problems facing cities today.",True,True,False,False,False,True,False,False,False,False,False,False,False,Level 2
168,One-cent coins issued in the United States since 1982 is 96 percent zinc.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
169,"According to a team of scientists, there are evidence that Mount Everest is still rising.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
170,"The urinary system, including both the bladder and the kidneys, are contained in the cavities of the trunk.",True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
171,"In the 1920s, Art Deco, known for plastic and chrome-plated objects, were very popular.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
172,"After finishing Roots, the one-hundred-year history of an African-American family, the Nobel Prize committee awarded author Alex Haley a special citation for literary excellence.",False,True,False,False,False,False,False,False,True,False,True,True,False,Level 3
173,"A competitive sport, gymnasts perform before officials who must use their judgment along with their knowledge of the rules to determine the relative skill of each participant.",False,False,False,False,False,False,False,True,True,False,False,False,False,Level 2
174,"To remove stains from permanent press clothing, carefully soaking in cold water before washing with a regular detergent.",False,True,False,False,False,False,False,False,False,False,False,False,False,Level 3
175,"Found in Tanzania by Mary Leakey, some archeologists estimated that the three-million-year-old fossils were the oldest human remains to be discovered.",False,True,False,True,False,False,False,False,True,False,True,True,False,Level 3
176,"Originally having been buried in Spain, and later moved to Santo Domingo in the Dominican Republic, Columbus's final resting place is in",True,True,False,True,False,False,False,True,False,True,False,False,False,Level 3
177,"Written by Neil Simon, New York audiences received the new play enthusiastically at the world premiere Saturday evening.",True,True,False,False,False,False,False,True,True,False,False,False,False,Level 2
178,"To prevent cavities, dental floss should be used daily after brushing one's teeth.",True,True,False,True,False,True,False,True,False,False,False,False,False,Level 2
179,"While researching the problem of violent crime, the Senate committee's discovery that handguns were used to commit 64 percent of all murders in the United States.",False,False,False,True,False,False,False,True,True,False,False,False,False,Level 2
180,"After reviewing the curriculum, several significant changes were made by the faculty in traditional business programs at Harvard University.",False,True,False,True,False,False,False,True,True,False,True,True,False,Level 3
181,"Having hit more home runs in one season than any other player in the history of baseball, Mark McGwire's record is famous.",False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
182,"Banned in the U.S., the effect of fluorocarbons continues at a level that could eventually damage the ozone layer, and bring about such serious results as high risk of skin cancer and global climate changes.",False,True,False,False,False,False,False,False,True,False,True,True,False,Level 2
183,"To avoid jet lag, many doctors recommend that their patients begin adjusting one week before departure time by shifting one hour each day toward the new time schedule.",False,False,True,False,False,True,False,True,False,True,True,False,False,Level 2
184,"Traditionally named for women, Bob was chosen as the first male name for a hurricane.",False,True,False,True,False,False,False,True,True,False,True,True,False,Level 3
185,"Founded in 1919, students and teachers who are interested in spending several months abroad may benefit from educational programs administered by the Institute for International Education.",False,True,False,False,False,False,False,False,True,False,True,True,False,Level 3
186,To control quality and making decisions about production are among the many responsibilities of an industrial engineer.,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
187,"The six main parts of a business letter are the address, the inside address, the salutation, the body, the closing, and signing your name.",False,True,False,False,False,False,True,True,False,False,False,False,False,Level 2
188,To read literature and being introduced to a different culture are two excellent reasons for studying a foreign language.,False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
189,Ice skating and to go skiing are popular winter sports in the northern United States.,False,False,False,False,False,False,False,True,False,True,False,False,False,Level 1
190,"To treat minor diarrhea, drink plenty of liquids, especially tea, water, and carbonated beverages, eat soup, yogurt, salty crackers, and bananas, and avoiding milk, butter, eggs, and meat for twenty-four hours.",False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
191,"The Smithsonian Institute is famous because it contains such interesting exhibits as the flag that was raised over Fort McHenry in 1812, the airplane that the Wright brothers built for their first flight at Kitty Hawk, and there are the gowns worn by every firs t lady since Martha Washington.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
192,"In order to become a law, a bill must be passed not only by the Senate but also the House of Representatives.",False,False,False,True,False,False,False,False,True,False,True,True,False,Level 2
193,"The cloverleaf is a common engineering design for expressways that permits traffic between two intersecting highways to move more safely, efficiently, and with ease.",False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
194,"A new product should be judged not by the prontises made in commercials and advertisements, but also by the results demonstrated in actual use.",False,False,False,True,False,False,False,False,False,False,False,True,False,Level 1
195,"Snakes stick out their tongues, move them around, and also they retract them quickly to pick up odor molecules that aid in detecting direction.",False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
196,"Increasing involvement in agriculture by large corporations has resulted in what is known as agribusiness-that is, agriculture with business techniques, including heavy capitalization, specialization of production, and to control all stages of the operation.",False,False,True,True,False,True,False,False,False,False,True,False,False,Level 3
197,Blood plasma it is the transportation system for all of the widely separated organs in the human body.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
198,"Appointed by the General Assembly for five years, the Secretary-General of the United Nations must act in an impartial manner toward all members.",False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
199,"Humans who lived thousands of years ago, long before alphabets were devised, they used pictures to record events and to communicate ideas.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 1
200,"If one does not pick up the dry cleaning within thirty days, the management is not obligated to return it back.",False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
201,People who are competitive in nature are more likely to suffer from the effects of stress on their health.,False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
202,International law is made up of the rules and customs that they deal with the relationships between different nations and the citizens of different nations.,False,False,False,True,False,False,True,False,False,False,False,False,False,Level 2
203,It was Isadora Duncan who was responsible for many of the new innovations that have made modern dance different from classical ballet.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
204,"Little House on the Prairie, a successful television program, was adapted from a series of books by a young pioneer woman whose life was similar to that of the character called by name Laura.",False,False,False,True,False,False,False,True,True,True,True,True,False,Level 3
205,In recent years great advances forward have been made in the field of genetic research.,False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
206,Today the United States is one of the few countries in the Western Hemisphere that it has laws providing for the death penalty.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
207,"According to recent geological research, the climate of the states along the Canadian border is changing with rapidity.",False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
208,World hunger it is one of the most urgent problems that we face today.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
209,"According to the Pythagorean theorem, the sum of the squares of the two sides of a triangle is equal as the square of the hypotenuse.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 3
210,The flag over the White House is risen at dawn every day by a color guard from the United States armed forces.,True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
211,Commercials on the educational television network are generally shorter comparing those on other networks.,True,True,False,False,False,True,False,False,False,False,False,False,True,Level 2
212,The Food and Drug Administration does not declare a drug a carcinogen until it has been proven conclusively that the effects in rats can be generalized for human beings.,False,False,False,True,False,False,False,False,True,False,True,True,False,Level 2
213,"In some states, the law allows drivers to turn right at a red light, but in other states, the law does not leave them do it.",False,False,False,False,False,True,False,False,False,False,False,False,True,Level 1
214,The effective of a project on the general population is difficult to measure unless a statistician is employed to tabulate the variables.,False,False,False,True,False,False,False,True,True,False,False,False,False,Level 2
215,"When a person is arrested, the cops must let him make one telephone call.",False,False,False,True,False,False,False,True,True,False,False,False,False,Level 2
216,"If the owner of a bar suspicions that someone's identification is not valid, he can refuse to serve the order.",False,False,False,False,False,False,False,True,False,True,False,False,False,Level 1
217,The condition of menkind has been improved by recent technological advances.,False,False,False,True,False,False,False,True,False,False,False,False,False,Level 1
218,"The classify of plants begins with those having the simplest structure, and progresses to include the most highly organized forms in four divisions called phylums.",False,False,False,False,False,False,False,True,True,False,False,False,False,Level 1
219,"With the develop of a cheap process for desalination, 97 percent of the Earth's water will become available for freshwater purposes.",False,False,False,False,False,False,False,True,True,False,False,False,False,Level 2
220,An understand of calculus is essential to the study of engineering.,False,False,False,False,False,False,False,True,True,False,False,False,False,Level 1
221,Henry Wadsworth Longfellow not only wrote poems and stories but also presided the modem language department at Harvard University for more than eighteen years.,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
222,Almost alI life depends to chemical reactions with oxygen to produce energy.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
223,A swarm of locusts is responsible the consumption of enough plant material to feed a million and a half people.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
224,Oyster farming has been practice in most parts of the world for many years.,False,False,False,False,False,False,False,True,True,False,False,False,False,Level 1
225,Those of us who smoke should have their lungs x-rayed regularly.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
226,"After the team of geologists had drawn diagrams in their notebooks and wrote explanations of the formations which they had observed, they returned to their campsite to compare notes.",False,True,False,False,False,False,False,False,False,False,False,False,True,Level 1
227,"If Robert Kennedy would have lived a little longer, he probably would have won the election.",False,True,False,False,True,True,False,False,False,False,False,False,False,Level 2
228,It was Shirley Temple Black which represented her country in the United Nations and later became an ambassador.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
229,"The prices at chain stores are as reasonable, if not more reasonable, as those at discount stores.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 3
230,It is extremely important for an engineer to know to use a computer.,False,False,True,False,False,True,False,False,False,False,True,False,False,Level 2
231,Historically there has been only two major factions in the Republican Party-the liberals and the conservatives.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
232,Whitman wrote Leaves of Grass as a tribute to the Civil War soldiers who had laid on the battlefields and whom he had seen while serving as an army nurse.,False,True,False,False,False,True,False,False,False,False,False,False,False,Level 2
233,One of the first and ultimately the most important purposeful of a reservoir is to control flooding.,False,False,False,False,False,False,False,True,True,False,False,False,False,Level 1
234,The range of plant life on a mountainside is a results of differences in temperature and precipitation at varying altitudes.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
235,"The more the relative humidity reading rises, the worst the heat affects us.",False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
236,"Because correlations are not causes, statistical data which are extremely easy to misuse",True,True,False,False,False,False,True,False,False,False,True,False,False,Level 2
237,"Lectures for the week of March 22-26 will include the following: The Causes of the Civil War, The Economy of the South, Battle Strategies, and The Assassinate Lincoln.",False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
238,"Despite of many attempts to introduce a universal language, notably Esperanto and Idiom Neutral, the effort has met with very little success.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
239,"As every other nation, the United States used to define its unit of currency, the dollar, in terms of the gold standard.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
240,It is necessary that one met with a judge before signing the final papers for a divorce.,False,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
241,"Until recently, women were forbidden by law from owning property.",False,True,False,True,False,False,False,False,True,False,True,True,False,Level 2
242,John Dewey thought that children will learn better through participating in experiences rather than through listening to lectures.,False,False,False,False,False,True,False,False,False,False,False,False,False,Level 2
243,"In England as early as the twelfth century, young boys enjoyed to play football.",False,False,True,False,False,True,False,False,False,False,True,False,False,Level 2
244,"Some methods to prevent soil erosion are plowing parallel with the slopes of hills, to plant trees on unproductive land, and rotating crops.",False,False,True,False,False,True,False,False,False,False,True,False,False,Level 2
245,Mosquitoes will accepts the malaria parasite at only one stage of the parasite's complex life cycle.,True,True,False,False,False,True,False,False,False,False,False,False,True,Level 2
246,The counterpart of a negative electrons is the positive proton.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
247,The ankle joint occur where the lower ends of the tibia and fibula slot neatly around the talus.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
248,"In the United States and Canada, motor vehicle laws affect the operate of motorcylces as well as automobiles.",False,False,False,False,False,False,False,True,True,False,False,False,False,Level 2
249,"There are more than eighty-four million specimens in the National Museum of Natural History's collection of biological, geological, archeological, and anthropology treasures.",False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
250,"After George Washington married widow Martha Custis, the couple came to resides at Mount Vernon.",False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
251,"At this stage in their development, rubberized asphalt can hardly be classified as cutting edge.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 2
252,"Fort Jefferson, in the Dry Tortugas off the southern tip of Florida, can be reach only by boat or plane.",True,False,False,True,False,True,False,False,False,False,False,False,True,Level 2
253,"A zoom lens produces an inverted real image, either on the film in a camera and on the light-sensitive tube of a television camera.",False,False,False,False,False,False,False,False,False,False,False,True,False,Level 1
254,The Betataken House Ruins at Navajo National Monument is among the largest and most elaborate cliff dwellings in the country.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
255,"The number of wild horses on Assateague are increasing lately, resulting in overgrazed marsh and dune grasses.",False,True,False,False,False,True,False,False,False,False,False,False,True,Level 2
256,"The newsreel of Hearst Metronome News, which formed part of every moviegoer's experience in the era before television, offer an unique record of the events of the 1930s.",False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
257,"Born in Massachusetts in 1852, Albert Farbanks has begun making banjos in Boston in the late 1870s.",True,True,False,False,False,True,False,False,False,False,False,False,False,Level 2
258,"Dwight David Eisenhower, military officer and thirty-fourth president of the United States, lived in the White House and of least thirty-seven other residences.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
259,Methane in wetlands comes from soil bacteria that consumes organic plant matter.,False,True,False,False,False,False,False,False,False,False,False,False,True,Level 1
260,Alois Alzheimer made the first observers of the telltale signs of the disease that today bears his name.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
261,"Edward MacDowell remembers as the composer of such perennial favorites as ""To a Wild Rose"" and ""To a water Lily"".",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
262,Newtonian physics accounts for the observing orbits of the planets and the moons.,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
263,The high demand for resources such as oil has led to an increase in global conflicts over supply.,False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
264,"Space exploration has advanced significantly in the past few decades, allowing humans to send robots to explore distant planets and moons.",False,False,True,False,False,True,False,True,False,False,True,False,False,Level 2
265,"The telescope allows astronomers to observe distant objects in space, including stars, planets, and galaxies, that would otherwise be invisible to the naked eye.",False,False,False,False,False,False,False,True,False,False,False,True,False,Level 3
266,"The human brain is capable of remarkable feats of memory, creativity, and problem-solving skills, which continue to fascinate scientists.",False,True,False,False,False,False,False,True,False,False,False,True,False,Level 3
267,"The Amazon rainforest, often referred to as the lungs of the Earth, is home to an incredible diversity of species and plays a vital role in regulating the planet's climate.",False,True,False,False,False,False,False,True,True,False,False,False,False,Level 3
268,The teacher told the students to carefully to follow the instructions given on the board.,False,False,True,False,False,True,False,False,False,False,True,False,False,Level 2
269,He decided to help his brother fixing the bike before going to the market.,False,True,False,False,False,False,True,True,True,False,False,False,False,Level 2
270,The goal of this exercise is to helps students understand the importance of teamwork.,False,True,True,False,False,True,False,True,False,False,True,False,False,Level 3
271,"By the time you arrived, we have already started eating dinner without you.",False,True,False,False,False,True,True,False,False,False,False,False,False,Level 2
272,He has forgot his homework at home again despite the repeated reminders from the teacher.,True,True,False,False,False,True,True,False,False,False,False,False,False,Level 2
273,"They have finish the project well before the deadline, surprising everyone with their efficiency.",True,True,False,False,True,True,True,True,True,False,False,False,False,Level 3
274,"The team claimed they have completed the task, but no evidence was provided to prove it.",True,True,False,True,False,True,True,True,True,False,False,False,False,Level 3
275,"If he has took the correct route, he would have reached his destination by now.",False,True,False,False,False,True,True,False,True,False,True,True,False,Level 3
276,"To be successful, it is important to always keep practicing and to improving your skills regularly.",False,True,True,False,False,True,True,True,True,False,True,True,False,Level 3
277,"They tried to persuade him to joining the workshop, but he refused their offer.",False,True,True,False,False,True,True,False,True,False,True,True,False,Level 3
278,It's difficult to understand the concept without to discuss it with someone else.,False,False,True,False,False,True,True,False,True,False,True,True,False,Level 3
279,She has been preparing for months to ensures she passes the exam.,False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
280,The best way to stay healthy is to exercising daily and eat a balanced diet.,False,True,True,False,False,True,False,False,True,False,True,True,False,Level 3
281,He decided not to interfere but instead to observes the process quietly.,False,True,True,False,False,True,False,False,False,False,True,True,False,Level 2
282,Her ambition is to becomes a renowned artist in the future.,False,True,True,False,False,True,False,True,True,False,True,False,False,Level 3
283,He advised us to not taking shortcuts when learning complex topics.,False,True,True,False,False,True,False,True,False,False,False,True,False,Level 2
284,The government aims to reduce pollution and to promotes renewable energy sources.,False,True,True,False,False,True,False,True,False,True,True,False,False,Level 3
285,You should always strive to achieve your goals and to helping others along the way.,False,True,True,False,False,True,False,True,True,False,True,True,False,Level 3
286,She has not spoke to her friend since their argument last month.,True,True,False,False,False,True,True,False,False,False,False,False,False,Level 2
287,"By the time we arrived, the organizers have already left the venue.",False,True,False,False,False,True,False,True,True,False,False,False,False,Level 2
288,He has went to the library several times but still cannot find the book he needs.,True,True,False,False,False,True,True,True,True,False,True,True,False,Level 3
289,I would have went to the party if I had known about it earlier.,True,True,False,False,True,True,True,False,False,False,False,False,False,Level 2
290,"He claims to have completed the work, but the task remains unfinished.",False,True,False,False,False,False,False,True,True,False,False,True,False,Level 2
291,They had knew about the problem long before it was announced.,True,True,False,True,False,True,True,False,False,False,False,False,False,Level 2
292,We have not spoke about this issue since the last meeting.,True,True,False,False,True,True,True,False,False,False,False,False,False,Level 2
293,"She has wrote many books, but only a few have been published.",True,True,False,True,False,True,True,False,False,False,False,False,False,Level 2
294,"Had you knew about the plan, you could have avoided the issue.",False,True,False,False,False,True,True,False,True,False,True,True,False,Level 3
295,"If he has ate breakfast, he wouldn’t be feeling hungry now.",False,True,False,False,False,True,True,False,True,False,True,True,False,Level 3
296,She plans to quickly finish her work so that to attend the meeting on time.,False,False,True,False,False,True,False,True,True,False,True,False,False,Level 2
297,It is important to not waste your time on activities that are not productive.,False,False,True,False,False,True,True,True,False,False,True,False,False,Level 2
299,She has went to the market early in the morning to buy fresh vegetables.,True,True,False,False,False,True,True,False,False,False,False,False,False,Level 2
300,The students have finish their assignments before the deadline to earn extra points.,True,True,False,False,True,True,False,True,True,False,False,False,False,Level 3
301,"By the time the teacher arrived, the class have already started their presentation.",False,True,False,False,False,True,False,True,True,False,False,False,False,Level 2
302,"If he has ate breakfast, he would not feel so hungry right now.",False,True,False,False,False,True,True,False,True,False,True,True,False,Level 3
303,I would have went to the meeting if I had known about it earlier.,True,True,False,False,True,True,True,False,False,False,False,False,False,Level 2
304,"The new car is more faster than the older model, making it a popular choice.",True,True,False,False,False,False,False,True,True,False,False,False,False,Level 2
305,This is the most happiest day of my life because of the surprise party.,True,True,False,False,False,False,False,True,True,False,False,False,False,Level 3
306,"Among all the contestants, she was the most smarter and confident.",False,False,False,False,False,False,False,False,True,False,False,False,False,Level 2
307,The painting looks more beautifuler when it is viewed under natural light.,False,False,False,True,False,False,False,False,False,False,False,False,False,Level 2
308,The weather is becoming more colder as winter approaches the region.,True,True,False,False,False,True,False,True,True,False,False,False,False,Level 2
309,"By the time the guests arrived, the host have already prepared everything for the dinner party.",False,True,False,False,False,True,False,True,True,False,False,False,False,Level 2
310,The more prettier flowers in the garden are often admired by visitors during spring.,False,False,False,True,False,False,False,True,True,False,False,False,False,Level 2
